gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3089270965	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1862	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.925	-80.9833	0.11	1.0E-6					2002-04-21T11:12	21	4	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1862	304_1862		2002-04-21T11:12:00	CC_BY_NC_4_0					2025-01-31T23:57:36.473Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270964	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1861	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9167	-80.9767	0.11	1.0E-6					2002-04-21T10:40	21	4	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1861	304_1861		2002-04-21T10:40:00	CC_BY_NC_4_0					2025-01-31T23:57:36.471Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270963	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1860	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9217	-80.965	0.11	1.0E-6					2002-04-21T10:13	21	4	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1860	304_1860		2002-04-21T10:13:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270962	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1851	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9133	-80.9383	0.11	1.0E-6					2001-10-21T10:32	21	10	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1851	304_1851		2001-10-21T10:32:00	CC_BY_NC_4_0					2025-01-31T23:57:36.471Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270961	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1863	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9217	-80.9833	0.11	1.0E-6					2002-07-20T09:37	20	7	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1863	304_1863		2002-07-20T09:37:00	CC_BY_NC_4_0					2025-01-31T23:57:36.471Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270960	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1866	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9133	-80.9383	0.11	1.0E-6					2002-07-21T10:12	21	7	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1866	304_1866		2002-07-21T10:12:00	CC_BY_NC_4_0					2025-01-31T23:57:36.471Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270959	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1865	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9217	-80.97	0.11	1.0E-6					2002-07-21T09:54	21	7	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1865	304_1865		2002-07-21T09:54:00	CC_BY_NC_4_0					2025-01-31T23:57:36.471Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270958	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1867	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.925	-80.9717	0.11	1.0E-6					2003-01-18T08:54	18	1	2003	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1867	304_1867		2003-01-18T08:54:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270957	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1857	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9233	-80.9683	0.11	1.0E-6					2002-04-20T10:17	20	4	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1857	304_1857		2002-04-20T10:17:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270956	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1853	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.91	-80.93	0.11	1.0E-6					2002-01-20T09:57	20	1	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1853	304_1853		2002-01-20T09:57:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270955	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1854	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.93	-80.94	0.11	1.0E-6					2002-01-20T10:32	20	1	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1854	304_1854		2002-01-20T10:32:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270954	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1868	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9067	-80.935	0.11	1.0E-6					2003-01-18T09:15	18	1	2003	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1868	304_1868		2003-01-18T09:15:00	CC_BY_NC_4_0					2025-01-31T23:57:36.471Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270953	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1869	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9217	-80.955	0.11	1.0E-6					2003-01-18T10:07	18	1	2003	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1869	304_1869		2003-01-18T10:07:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270952	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1864	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9183	-80.9933	0.11	1.0E-6					2002-07-21T09:07	21	7	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1864	304_1864		2002-07-21T09:07:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270951	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1850	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9133	-80.9483	0.11	1.0E-6					2001-10-21T09:50	21	10	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1850	304_1850		2001-10-21T09:50:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270950	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1855	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9167	-80.9483	0.11	1.0E-6					2002-04-20T09:51	20	4	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1855	304_1855		2002-04-20T09:51:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270949	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1852	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9117	-80.935	0.11	1.0E-6					2002-01-19T09:53	19	1	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1852	304_1852		2002-01-19T09:53:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270948	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1859	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9167	-80.9583	0.11	1.0E-6					2002-04-21T09:53	21	4	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1859	304_1859		2002-04-21T09:53:00	CC_BY_NC_4_0					2025-01-31T23:57:36.470Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270947	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1858	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9283	-80.9717	0.11	1.0E-6					2002-04-20T10:27	20	4	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1858	304_1858		2002-04-20T10:27:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270946	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1840	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9233	-80.9683	0.11	1.0E-6					2001-04-22T09:46	22	4	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1840	304_1840		2001-04-22T09:46:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270945	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1856	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.915	-80.9483	0.11	1.0E-6					2002-04-20T09:54	20	4	2002	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1856	304_1856		2002-04-20T09:54:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270944	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1844	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.93	-80.965	0.11	1.0E-6					2001-07-21T10:34	21	7	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1844	304_1844		2001-07-21T10:34:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270943	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1843	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9133	-80.9417	0.11	1.0E-6					2001-07-21T09:59	21	7	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1843	304_1843		2001-07-21T09:59:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270942	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1841	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.915	-80.955	0.11	1.0E-6					2001-04-22T10:06	22	4	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1841	304_1841		2001-04-22T10:06:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270941	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1842	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.915	-80.9833	0.11	1.0E-6					2001-07-21T09:33	21	7	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1842	304_1842		2001-07-21T09:33:00	CC_BY_NC_4_0					2025-01-31T23:57:36.468Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270940	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1846	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9183	-80.9817	0.11	1.0E-6					2001-10-20T09:01	20	10	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1846	304_1846		2001-10-20T09:01:00	CC_BY_NC_4_0					2025-01-31T23:57:36.468Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270939	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1848	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9167	-80.9633	0.11	1.0E-6					2001-10-20T09:44	20	10	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1848	304_1848		2001-10-20T09:44:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270938	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1845	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9283	-80.9667	0.11	1.0E-6					2001-07-22T10:20	22	7	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1845	304_1845		2001-07-22T10:20:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270937	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1847	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9183	-80.9683	0.11	1.0E-6					2001-10-20T09:35	20	10	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1847	304_1847		2001-10-20T09:35:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270936	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1849	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.935	-80.9733	0.11	1.0E-6					2001-10-20T10:57	20	10	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1849	304_1849		2001-10-20T10:57:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270935	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1833	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.915	-80.9883	0.11	1.0E-6					2001-04-21T12:35	21	4	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1833	304_1833		2001-04-21T12:35:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270934	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1831	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.915	-80.9833	0.11	1.0E-6					2001-04-21T09:17	21	4	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1831	304_1831		2001-04-21T09:17:00	CC_BY_NC_4_0					2025-01-31T23:57:36.468Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270933	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1832	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9133	-80.9317	0.11	1.0E-6					2001-04-21T10:04	21	4	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1832	304_1832		2001-04-21T10:04:00	CC_BY_NC_4_0					2025-01-31T23:57:36.469Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270932	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1830	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.9517	-80.9933	0.11	1.0E-6					2000-07-16T11:21	16	7	2000	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1830	304_1830		2000-07-16T11:21:00	CC_BY_NC_4_0					2025-01-31T23:57:36.468Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3089270931	a3e4e91c-0848-4e20-99f2-a0f72abb646c	304_1836	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus		SPECIES	Tursiops truncatus (Montagu, 1821)	Tursiops truncatus	(Montagu, 1821)	US			PRESENT		67b2263f-6990-4d9d-b32b-20aa72ef4fbc	31.92	-80.92	0.11	1.0E-6					2001-04-21T14:00	21	4	2001	2440447	2440447	HUMAN_OBSERVATION	The Dolphin Project, Inc.	304	304_1836	304_1836		2001-04-21T14:00:00	CC_BY_NC_4_0					2025-01-31T23:57:36.468Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
